"ELISE","0 050","0 049","0 046","0 051","0 066","0 057","0 095","0 090","0 097","0 092","0 108","0 153","0 146","0 160","0 212","0 229","0 303","0 315","0 309","0 253","0 268","0 256","0 229","0 251","0 226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELISIA","-","-","-","-","-","-","-","-","-","-","0 010","0 010","0 011","0 014","0 019","0 017","0 020","0 017","0 023","0 019","0 025","0 015","0 017","-","0 017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELISSA","-","-","-","-","-","-","-","0 011","-","0 014","0 018","-","0 014","0 015","0 020","0 018","0 021","0 018","0 022","0 017","0 019","0 011","0 014","0 014","0 011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELIZA","-","-","-","-","-","-","-","0 011","0 011","0 016","0 014","0 013","0 021","0 023","0 021","0 016","0 035","0 029","0 018","0 025","0 012","0 015","0 019","0 019","0 013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELIZABETH","-","-","-","-","0 010","-","-","-","-","-","-","0 012","-","0 020","0 010","0 011","0 012","0 011","0 014","0 015","-","0 014","0 011","0 019","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELIZE","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","0 013","0 014","0 013","0 013","0 012","-","-","-","0 014","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLA","0 198","0 195","0 267","0 353","0 572","0 687","0 776","0 801","0 759","0 845","0 773","0 796","0 720","0 693","0 664","0 688","0 552","0 611","0 614","0 579","0 593","0 563","0 550","0 589","0 547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLE","-","-","-","-","-","-","-","0 013","0 010","0 013","-","0 017","0 021","0 030","0 028","0 026","0 032","0 029","0 034","0 026","0 036","0 038","0 035","0 044","0 033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLEN","0 379","0 416","0 463","0 433","0 517","0 510","0 549","0 498","0 506","0 523","0 477","0 492","0 544","0 502","0 517","0 498","0 515","0 490","0 498","0 454","0 451","0 422","0 382","0 338","0 297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLI","-","-","-","-","-","-","-","-","0 014","0 018","0 018","0 018","0 027","0 026","0 032","0 035","0 042","0 046","0 047","0 045","0 041","0 060","0 033","0 041","0 023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLIE","-","-","-","0 013","0 021","0 035","0 038","0 038","0 050","0 074","0 098","0 132","0 240","0 276","0 305","0 298","0 362","0 353","0 405","0 407","0 414","0 389","0 390","0 486","0 438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLINOR","0 144","0 142","0 135","0 103","0 108","0 092","0 065","0 065","0 084","0 056","0 064","0 066","0 071","0 072","0 061","0 074","0 080","0 093","0 069","0 072","0 062","0 056","0 056","0 058","0 056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLINORE","0 022","-","0 017","0 012","-","-","-","-","-","-","-","-","-","-","0 011","0 013","0 015","0 014","0 023","0 014","0 016","0 016","0 011","-","0 011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLIS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLY","-","-","-","-","0 010","-","0 011","0 016","0 018","0 016","0 030","0 038","0 057","0 034","0 039","0 039","0 058","0 049","0 061","0 061","0 062","0 059","0 039","0 050","0 044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELMA","0 020","0 020","0 025","0 035","0 038","0 038","0 040","0 051","0 060","0 064","0 068","0 066","0 083","0 076","0 057","0 061","0 057","0 057","0 079","0 058","0 066","0 060","0 071","0 058","0 064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELMEDINA","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELNA","-","-","-","0 012","0 012","0 019","0 029","0 011","0 019","0 035","0 029","0 028","0 025","0 038","0 034","0 031","0 032","0 053","0 035","0 045","0 045","0 037","0 038","0 047","0 039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELODIE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELOISE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELONA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELORA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","0 011","0 014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELSA","0 224","0 210","0 259","0 308","0 427","0 473","0 619","0 602","0 624","0 722","0 772","0 768","0 719","0 716","0 750","0 762","0 841","0 864","0 634","0 529","0 549","0 553","0 635","0 650","0 526","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELSE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","-","-","-","-","0 010","0 010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELSIE","-","-","-","-","-","-","-","-","-","0 011","-","0 018","0 032","0 035","0 056","0 062","0 081","0 093","0 110","0 093","0 119","0 131","0 123","0 155","0 156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELSY","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 010","0 014","-","0 015","0 031","0 014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELVA","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELVINA","-","-","-","-","-","-","-","-","0 014","0 012","-","0 017","0 013","0 021","-","-","0 012","-","0 012","0 013","0 018","-","0 013","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELVIRA","0 132","0 134","0 164","0 164","0 198","0 238","0 223","0 237","0 256","0 336","0 364","0 349","0 399","0 350","0 325","0 322","0 375","0 291","0 296","0 296","0 279","0 280","0 227","0 258","0 272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELVY","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 012","0 012","-","0 011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELWIRA","-","-","-","-","-","0 013","-","-","0 012","0 014","0 011","0 014","0 012","0 016","0 020","0 018","0 022","0 020","0 015","0 027","0 033","0 016","0 013","0 019","0 017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMA","-","-","-","-","-","-","-","-","-","-","-","0 010","0 010","-","0 010","-","-","0 011","-","-","0 013","-","-","-","0 012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMBLA","0 019","0 018","0 019","0 029","0 052","0 048","0 049","0 051","0 071","0 075","0 067","0 071","0 057","0 050","0 048","0 034","0 039","0 033","0 044","0 039","0 034","0 037","0 034","0 042","0 030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMELI","-","-","-","-","-","-","-","0 010","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMELIA","0 012","-","-","-","0 013","-","-","-","0 014","0 010","0 011","-","0 014","-","0 010","-","-","-","0 011","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMELIE","0 608","0 602","0 506","0 464","0 438","0 444","0 403","0 343","0 327","0 274","0 262","0 245","0 194","0 171","0 160","0 133","0 136","0 108","0 089","0 071","0 057","0 052","0 048","0 048","0 041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMELY","-","0 010","-","-","0 013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMILIA","0 307","0 611","0 601","0 563","0 629","0 626","0 565","0 553","0 630","0 580","0 520","0 542","0 517","0 499","0 471","0 478","0 419","0 360","0 403","0 339","0 300","0 275","0 242","0 275","0 189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMILIE","0 024","0 022","0 017","0 017","0 021","0 024","0 017","0 017","0 019","0 018","0 019","0 014","-","0 015","0 014","-","0 012","0 015","0 012","0 012","-","-","-","0 010","0 011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMILIJA","-","-","-","-","-","-","-","-","-","-","-","0 011","-","0 010","-","-","0 014","-","0 012","-","-","0 011","-","0 010","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMILY","0 050","0 035","0 049","0 036","0 030","0 040","0 043","0 043","0 043","0 044","0 047","0 049","0 041","0 046","0 051","0 051","0 060","0 044","0 044","0 053","0 042","0 047","0 058","0 041","0 034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMINA","0 014","0 016","0 018","0 014","0 017","0 013","0 019","0 018","0 014","0 029","0 030","0 016","0 015","0 020","0 015","0 019","0 013","0 010","0 012","0 019","0 012","0 019","-","0 014","0 010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMMA","1 467","1 394","1 186","1 115","1 220","1 375","1 260","1 103","1 014","0 831","0 818","0 787","0 712","0 635","0 619","0 559","0 448","0 381","0 459","0 326","0 275","0 262","0 234","0 216","0 186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMMELIE","0 022","0 018","0 013","0 012","0 016","0 013","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMMI","-","0 010","0 012","0 010","0 016","0 021","0 020","0 011","0 021","0 022","0 017","0 016","0 019","0 025","0 016","0 018","0 021","0 019","-","0 010","0 015","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMMIE","0 043","0 035","0 047","0 049","0 040","0 053","0 074","0 069","0 057","0 062","0 064","0 058","0 068","0 061","0 043","0 034","0 046","0 035","0 033","0 025","0 028","0 032","0 015","0 020","0 018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMMY","0 128","0 136","0 155","0 127","0 128","0 127","0 143","0 144","0 131","0 124","0 118","0 119","0 116","0 105","0 102","0 099","0 106","0 106","0 099","0 086","0 071","0 070","0 059","0 059","0 043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMMYLOU","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMY","0 013","0 011","-","-","-","0 015","0 012","0 011","0 017","-","-","-","-","-","0 011","0 010","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENGLA","0 011","0 016","0 030","0 056","0 075","0 094","0 105","0 147","0 209","0 224","0 169","0 044","0 040","0 051","0 037","0 026","0 016","0 029","0 017","0 020","-","0 011","-","0 012","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENJA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","0 012","0 012","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENNA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENYA","-","-","-","0 013","0 016","0 021","0 021","0 025","0 028","0 042","0 043","0 063","0 084","0 062","0 050","0 062","0 078","0 085","0 071","0 056","0 063","0 046","0 050","0 054","0 035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERICA","0 107","0 096","0 093","0 064","0 053","0 039","0 053","0 029","0 031","0 022","0 020","0 016","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERIKA","0 127","0 116","0 096","0 070","0 069","0 055","0 047","0 045","0 029","0 025","0 031","0 031","0 021","0 020","0 010","0 024","0 013","0 010","0 016","0 011","-","-","0 010","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERINA","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 010","0 012","-","-","-","0 010","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERNA","-","-","-","0 011","-","-","0 012","-","0 010","0 010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERZA","-","-","-","-","-","-","-","-","-","0 019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESILA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESMA","-","-","-","-","-","-","-","-","-","-","0 018","0 011","-","0 012","0 012","0 016","0 012","0 019","0 027","0 013","0 023","0 014","0 016","0 017","0 014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESMERALDA","0 015","-","0 015","0 011","0 014","0 019","0 020","0 010","0 022","0 038","0 030","0 036","0 028","0 036","0 031","0 034","0 026","0 022","0 031","0 025","0 028","0 014","0 024","0 023","0 015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESRA","0 010","0 010","0 010","-","-","-","0 011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESSA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 027","0 045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESSIE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 014","0 010","0 010","0 018","-","0 012","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESTELLE","-","0 014","0 012","0 017","0 025","0 020","0 029","0 039","0 039","0 033","0 041","0 038","0 053","0 064","0 055","0 033","0 045","0 043","0 070","0 075","0 073","0 076","0 075","0 096","0 074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESTER","0 025","0 031","0 036","0 047","0 063","0 098","0 101","0 142","0 152","0 193","0 198","0 241","0 236","0 223","0 249","0 258","0 241","0 263","0 243","0 237","0 240","0 269","0 282","0 269","0 256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESTHER","0 013","0 021","0 021","0 025","0 027","0 035","0 032","0 068","0 079","0 084","0 077","0 087","0 102","0 121","0 130","0 141","0 141","0 152","0 157","0 167","0 174","0 215","0 165","0 171","0 174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESTRID","-","-","-","-","-","-","0 010","-","-","0 012","0 015","0 017","0 018","0 018","0 028","0 032","0 038","0 054","0 048","0 057","0 066","0 062","0 055","0 069","0 048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETHEL","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","-","-","-","-","0 012","0 010","0 016","0 015","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVA","0 018","0 016","0 016","0 019","0 015","0 019","0 016","0 014","0 023","0 022","0 028","0 036","0 024","0 026","0 031","0 036","0 037","0 035","0 041","0 076","0 083","0 077","0 081","0 073","0 073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVANGELINE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVELIN","-","0 010","-","-","-","0 010","0 010","-","-","-","0 012","-","0 012","-","0 011","0 016","-","0 013","0 011","0 011","-","0 011","0 010","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVELINA","0 310","0 315","0 269","0 204","0 251","0 220","0 225","0 211","0 210","0 174","0 192","0 176","0 191","0 151","0 117","0 110","0 106","0 098","0 107","0 078","0 071","0 059","0 052","0 051","0 037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVELINE","0 011","0 010","0 018","-","-","-","-","-","0 010","-","-","-","-","-","0 011","0 011","-","0 010","0 013","0 013","-","0 016","0 013","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVELYN","0 013","0 012","-","0 014","0 013","0 016","0 011","0 015","0 011","0 011","0 017","0 023","0 028","0 017","0 030","0 031","0 031","0 045","0 045","0 054","0 037","0 040","0 046","0 047","0 042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVIE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 019","0 013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVIN","-","-","-","-","-","-","-","-","-","0 010","-","-","0 011","-","0 011","0 010","0 013","-","0 013","0 013","0 012","-","0 013","0 014","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVY","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 015","0 013","0 023","0 015","0 019","0 021","0 023","0 025","0 029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAIZA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FANNIE","0 010","0 018","-","0 014","-","0 012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FANNY","0 392","0 354","0 323","0 278","0 293","0 268","0 216","0 208","0 177","0 165","0 144","0 130","0 116","0 119","0 096","0 083","0 074","0 065","0 061","0 037","0 047","0 032","0 040","0 015","0 024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FARAH","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","0 011","-","-","0 010","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FATIMA","0 029","0 032","0 026","0 038","0 039","0 038","0 028","0 043","0 044","0 045","0 045","0 064","0 072","0 057","0 073","0 068","0 055","0 076","0 078","0 087","0 084","0 079","0 060","0 063","0 054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FATIMAH","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FATMA","0 010","0 011","0 013","-","-","-","0 010","0 013","0 010","0 013","0 010","0 016","0 015","0 015","0 014","0 017","0 020","0 015","0 012","0 011","0 011","0 011","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FELICE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 011","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FELICIA","0 721","0 617","0 661","0 635","0 624","0 600","0 509","0 531","0 518","0 658","0 452","0 431","0 399","0 372","0 342","0 345","0 346","0 271","0 257","0 215","0 211","0 141","0 125","0 114","0 111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FELIZIA","-","-","0 011","-","-","-","0 013","-","0 015","0 010","0 012","0 012","0 011","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FENJA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIA","0 014","0 011","-","0 011","0 014","0 021","-","-","0 013","0 012","-","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIDELI","-","-","-","-","0 017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FILIPPA","0 246","0 289","0 307","0 292","0 373","0 376","0 424","0 526","0 448","0 427","0 339","0 305","0 252","0 259","0 215","0 196","0 171","0 136","0 145","0 151","0 124","0 144","0 131","0 117","0 104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIONA","-","-","-","-","-","0 010","0 012","0 021","0 014","0 014","0 021","0 013","0 016","0 017","0 019","0 027","0 027","0 029","0 035","0 030","0 038","0 025","0 021","0 034","0 025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLORA","-","-","-","-","-","-","0 012","0 014","0 025","0 031","0 025","0 032","0 041","0 019","0 041","0 053","0 040","0 046","0 049","0 064","0 052","0 062","0 097","0 099","0 105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLORENCE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","0 014","0 022","0 021","0 028","0 031","0 043","0 041","0 040","0 047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLORENS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRANCES","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 016","0 019","0 023","0 018","0 020","0 021","0 027","0 027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRANKA","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","-","-","-","-","0 012","0 010","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FREDRICA","0 010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FREDRIKA","0 030","0 040","0 029","0 022","0 026","0 024","0 019","0 017","0 022","0 017","0 012","0 012","0 017","0 010","0 019","0 014","0 011","0 015","0 010","0 010","-","-","-","0 010","0 014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FREIJA","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","0 010","0 011","-","0 010","0 013","0 011","-","0 011","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FREJA","0 051","0 037","0 049","0 051","0 055","0 089","0 118","0 128","0 254","0 297","0 306","0 271","0 332","0 447","0 418","0 464","0 453","0 463","0 462","0 456","0 438","0 428","0 474","0 445","0 472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FREYA","-","-","-","-","-","-","-","-","0 013","0 019","0 032","0 028","0 039","0 034","0 063","0 061","0 066","0 062","0 081","0 082","0 074","0 075","0 087","0 077","0 079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FREYJA","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 010","-","-","0 012","-","0 014","0 017","0 022","0 017","0 016","0 026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRIDA","0 609","0 494","0 476","0 389","0 455","0 459","0 423","0 406","0 320","0 293","0 219","0 199","0 163","0 146","0 128","0 101","0 113","0 083","0 063","0 056","0 060","0 036","0 043","0 048","0 040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GABRIELA","-","-","-","-","-","-","-","0 013","0 010","0 012","-","0 020","0 010","0 016","0 012","-","0 012","-","-","0 010","-","0 011","-","-","0 011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GABRIELLA","0 135","0 138","0 115","0 080","0 086","0 102","0 091","0 089","0 087","0 079","0 078","0 085","0 070","0 070","0 064","0 058","0 058","0 040","0 063","0 047","0 075","0 046","0 052","0 050","0 035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GABRIELLE","-","-","-","0 013","-","-","-","-","-","-","-","-","-","-","-","0 012","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GELILA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","0 012","0 018","0 016","-","0 013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GERDA","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","0 010","-","-","0 010","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GINA","-","-","0 011","-","-","-","-","-","-","0 013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLORIA","-","-","-","-","-","0 015","-","-","-","-","-","-","0 026","0 018","0 017","0 018","0 019","-","0 015","0 012","0 013","0 012","0 011","0 011","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRACE","-","-","-","-","-","-","-","-","0 011","0 012","0 010","0 011","-","0 012","0 015","0 018","0 010","0 017","0 019","0 014","0 024","0 015","0 025","0 020","0 015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
