"ALDA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALDE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 011","-","-","0 011","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALEA","-","-","-","-","-","-","-","-","-","-","-","-","0 013","0 012","0 020","0 018","0 012","0 025","0 020","0 026","0 028","0 034","0 034","0 040","0 033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALEAH","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","-","-","0 013","0 010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALEKSANDRA","0 010","0 015","-","0 010","0 012","-","-","-","-","0 010","-","-","0 010","-","0 010","-","-","-","-","-","-","-","-","0 010","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALESSA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 015","-","-","0 010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALESSANDRA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 013","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALESSIA","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","0 012","0 014","0 011","0 010","0 021","0 018","0 022","0 022","0 024","0 029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALEXANDRA","0 279","0 373","0 298","0 247","0 279","0 190","0 205","0 186","0 159","0 138","0 120","0 118","0 115","0 106","0 096","0 101","0 089","0 071","0 101","0 070","0 070","0 060","0 045","0 049","0 041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALEXIA","0 011","-","-","-","-","0 011","-","0 011","-","0 015","0 015","0 023","0 024","0 025","0 032","0 042","0 036","0 042","0 041","0 031","0 048","0 040","0 033","0 030","0 025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALEXIS","-","-","-","-","-","-","-","-","-","-","-","-","0 016","0 012","-","-","0 011","0 011","0 010","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALEXSANDRA","-","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALEYA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALEYNA","-","-","-","-","-","-","-","-","0 012","-","0 015","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 013","0 010","-","0 010","0 012","-","0 013","0 017","0 012","-","0 015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALICE","0 389","0 375","0 455","0 443","0 514","0 664","0 755","0 886","0 799","0 779","0 747","0 953","0 844","0 966","0 919","0 879","0 778","0 828","0 893","0 871","0 751","0 670","0 773","0 691","0 539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALICIA","0 235","0 180","0 189","0 211","0 258","0 320","0 339","0 360","0 367","0 358","0 433","0 437","0 435","0 404","0 512","0 602","0 518","0 466","0 608","0 647","0 513","0 467","0 493","0 379","0 374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALICJA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","0 011","0 013","0 010","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALIDA","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALIN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 016","0 013","0 011","0 010","0 012","0 010","0 010","0 017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALINA","0 021","0 022","0 018","0 022","0 029","0 034","0 058","0 042","0 046","0 034","0 046","0 053","0 058","0 058","0 057","0 082","0 090","0 096","0 095","0 095","0 100","0 105","0 097","0 113","0 121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALINE","-","-","-","-","-","-","-","-","-","-","0 010","0 015","0 011","-","-","0 011","0 017","0 020","0 022","0 019","0 020","0 021","0 020","0 018","0 012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALISA","-","-","-","-","-","-","0 010","0 014","0 014","0 018","0 013","0 014","0 024","0 020","0 026","0 029","0 029","0 018","0 034","0 017","0 026","0 017","0 024","0 023","0 024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALISHA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","0 014","0 010","-","0 010","0 011","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALISSA","-","-","-","-","-","-","0 010","-","-","0 013","-","0 016","0 017","0 024","0 025","0 027","0 033","0 025","0 045","0 043","0 040","0 037","0 039","0 036","0 039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALIYA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","0 017","0 015","0 017","0 016","0 031","0 023","0 015","0 026","0 016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALIYAH","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 016","0 024","0 019","0 010","0 015","0 016","0 014","0 025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALLIE","-","-","-","-","-","-","-","-","-","-","-","0 012","-","0 012","0 014","0 024","0 019","0 018","0 017","0 015","0 024","0 023","0 018","0 019","0 025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALLIS","-","-","-","-","0 010","-","0 018","0 019","0 018","0 024","0 014","0 019","0 016","0 012","0 012","0 013","0 013","0 014","-","0 010","-","0 011","0 012","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALLY","-","-","-","-","-","-","-","-","-","-","0 014","0 012","0 011","0 022","0 017","0 023","0 027","0 027","0 016","0 027","0 033","0 027","0 030","0 029","0 025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALMA","0 144","0 218","0 235","0 292","0 339","0 373","0 401","0 423","0 415","0 452","0 441","0 484","0 506","0 458","0 410","0 447","0 532","0 497","0 547","0 532","0 564","0 561","0 576","0 667","0 595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALMAS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 013","0 012","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALTHEA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 011","0 011","-","-","0 010","0 012","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALVA","0 290","0 354","0 451","0 546","0 683","0 830","0 833","0 844","0 895","0 753","0 701","0 754","0 699","0 592","0 569","0 590","0 509","0 519","0 489","0 499","0 444","0 468","0 431","0 457","0 393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALVINA","-","-","0 010","-","0 010","0 011","0 011","0 014","0 014","0 019","0 017","0 015","0 018","0 020","0 018","0 012","0 018","0 015","0 023","0 017","0 011","0 016","0 011","0 013","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALWA","-","-","-","-","0 017","0 019","0 011","0 017","0 021","0 027","0 021","0 016","0 012","0 026","0 026","0 017","0 025","0 025","0 019","0 013","0 022","0 028","0 025","0 022","0 010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALYA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALYSSA","-","-","-","-","-","-","-","-","-","-","0 012","-","0 011","-","0 011","0 011","0 014","0 011","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMAL","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","0 014","0 013","0 013","0 019","0 021","0 023","0 021","0 018","0 025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMALIA","0 016","0 024","0 014","0 021","0 012","0 019","0 021","0 019","0 014","0 019","0 013","0 014","0 022","0 024","0 012","0 021","0 022","0 018","0 017","0 025","0 026","0 016","0 017","0 015","0 022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMANDA","1 037","0 974","0 897","0 853","0 787","0 739","0 702","0 667","0 549","0 598","0 597","0 538","0 474","0 431","0 374","0 353","0 323","0 275","0 215","0 173","0 157","0 122","0 122","0 095","0 072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMANI","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 014","-","0 014","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMAYA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMBER","-","-","-","-","-","-","0 011","0 013","-","-","-","-","0 011","-","0 012","-","-","-","-","0 010","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMELA","-","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMELIA","0 068","0 037","0 023","0 028","0 034","0 027","0 040","0 115","0 149","0 101","0 069","0 078","0 084","0 099","0 087","0 105","0 135","0 144","0 161","0 203","0 206","0 203","0 183","0 185","0 187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMELIE","0 022","0 017","0 020","0 023","0 032","0 043","0 044","0 056","0 057","0 042","0 045","0 049","0 054","0 052","0 054","0 064","0 061","0 044","0 051","0 038","0 051","0 031","0 023","0 027","0 031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMEN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 013","0 011","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMIE","-","-","-","-","-","-","-","-","-","0 010","0 010","-","-","-","-","0 012","-","-","0 012","-","0 010","0 012","0 013","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMILIA","-","-","-","-","0 012","0 011","-","0 020","0 016","0 016","0 018","0 013","0 023","0 021","0 028","0 022","0 022","0 015","0 014","0 020","0 015","0 012","0 019","0 016","0 010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMINA","0 037","0 030","0 033","0 040","0 037","0 041","0 043","0 032","0 056","0 049","0 044","0 061","0 068","0 060","0 056","0 084","0 059","0 090","0 084","0 083","0 074","0 069","0 090","0 073","0 081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMIRA","-","0 010","-","-","0 017","-","0 021","0 014","0 014","0 023","0 017","0 016","0 029","0 030","0 045","0 042","0 057","0 050","0 059","0 050","0 067","0 088","0 068","0 084","0 069","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMIRAH","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMNA","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","0 010","0 013","-","0 010","-","0 012","-","0 011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMY","0 015","0 011","0 014","0 019","0 019","0 026","0 016","0 026","0 028","0 028","0 020","0 029","0 019","0 028","0 029","0 020","0 030","0 028","0 028","0 032","0 026","0 020","0 022","0 021","0 015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMÉLIE","-","-","-","-","-","-","-","0 011","-","0 011","-","0 011","0 011","0 014","0 017","0 012","0 029","0 016","0 012","0 014","-","0 011","0 015","0 012","0 013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANA","-","-","-","-","-","-","-","-","-","-","0 012","-","0 010","-","-","-","-","-","0 011","-","-","-","0 011","-","0 013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANABELLE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANASTASIA","0 022","0 010","0 012","0 020","0 014","0 015","0 027","0 019","0 022","0 013","0 024","0 013","0 013","0 021","0 029","0 027","0 026","0 025","0 025","0 029","0 043","0 029","0 040","0 028","0 037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANASTASIJA","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","0 011","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANAYA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 012","0 015","0 018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANDREA","0 097","0 083","0 102","0 097","0 084","0 098","0 078","0 060","0 051","0 055","0 049","0 035","0 034","0 046","0 042","0 023","0 032","0 029","0 039","0 032","0 029","0 027","0 026","0 028","0 023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANDRÉA","0 013","0 010","0 015","0 015","0 016","0 017","-","0 012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANGELA","0 013","0 012","-","0 014","0 018","0 016","0 020","-","0 019","-","0 020","0 017","0 021","0 018","0 023","0 014","0 019","0 020","0 014","-","0 010","0 020","0 011","-","0 010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANGELICA","0 112","0 094","0 064","0 073","0 072","0 064","0 044","0 045","0 040","0 043","0 037","0 030","0 030","0 019","0 025","0 011","0 015","0 019","-","-","0 012","0 013","0 011","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANGELIKA","0 018","0 013","0 014","0 010","-","-","-","-","0 011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANGELINA","0 020","-","0 014","0 031","0 041","0 058","0 056","0 099","0 149","0 111","0 112","0 106","0 104","0 086","0 105","0 070","0 065","0 073","0 057","0 045","0 049","0 039","0 040","0 031","0 028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANGELINE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANISA","-","-","0 011","-","-","-","-","-","-","0 011","0 011","0 016","0 017","0 016","0 016","0 014","0 012","0 013","-","0 020","0 019","-","0 010","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANITA","-","-","0 010","0 012","-","0 011","-","-","0 013","-","-","-","0 011","-","-","0 011","-","-","-","0 010","0 012","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANJA","0 021","0 026","0 029","0 036","0 036","0 045","0 032","0 025","0 029","0 033","0 022","0 028","0 023","0 019","-","0 014","0 016","0 017","0 026","0 023","0 022","0 026","0 013","0 023","0 012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANNA","0 536","0 504","0 471","0 435","0 437","0 432","0 351","0 294","0 293","0 246","0 177","0 168","0 162","0 152","0 136","0 127","0 121","0 125","0 109","0 104","0 086","0 085","0 102","0 113","0 066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANNABELLA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","0 011","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANNABELLE","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","0 017","0 015","0 012","0 019","0 018","0 018","0 012","0 018","0 011","0 013","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANNI","-","-","-","-","-","0 010","-","-","-","0 011","0 013","-","-","0 016","0 011","0 014","0 011","-","-","0 012","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANNIE","0 143","0 137","0 118","0 157","0 121","0 132","0 123","0 128","0 109","0 119","0 115","0 104","0 128","0 117","0 124","0 099","0 096","0 111","0 090","0 070","0 069","0 055","0 066","0 061","0 064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANNIKA","0 037","0 026","0 014","0 019","-","0 011","0 011","0 013","0 016","0 011","-","-","0 012","0 013","-","-","0 012","-","-","-","-","0 011","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANTONIA","0 024","0 026","0 022","0 022","0 033","0 022","0 022","0 023","0 030","0 026","0 023","0 016","0 021","0 022","0 021","0 016","0 019","0 021","0 023","0 017","0 020","0 024","0 016","0 012","0 012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANYA","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","0 012","0 010","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APRILIA","-","-","-","-","-","-","-","0 013","0 011","-","0 011","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","0 015","0 012","0 020","0 014","0 020","0 027","0 018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARIAM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","0 013","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARIANA","-","-","-","-","-","-","-","-","-","-","-","-","0 014","-","0 014","0 018","0 014","0 034","0 040","0 031","0 028","0 023","0 025","0 024","0 021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARIEL","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","0 010","-","-","-","0 011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARIN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 016","0 012","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARINA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
