"ELIAN","-","-","-","-","-","-","-","-","-","0 012","0 013","0 017","0 012","0 011","0 013","0 018","0 020","0 015","0 015","0 024","0 030","0 031","0 030","0 032","0 032","","","","","","","","","","","","","","","","","","","","","","",""
"ELIAS","0 398","0 492","0 597","0 696","0 871","0 919","0 914","0 983","1 035","1 036","0 947","0 994","0 875","0 817","0 753","0 658","0 698","0 712","0 641","0 650","0 672","0 703","0 625","0 562","0 531","","","","","","","","","","","","","","","","","","","","","","",""
"ELIAZ","-","-","-","-","-","-","-","-","0 010","-","-","0 017","-","0 013","-","0 011","-","-","-","0 014","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ELIJAH","-","-","-","-","-","-","-","-","-","-","-","-","0 012","0 012","0 018","0 016","0 012","0 023","0 014","0 026","0 024","0 026","0 035","0 024","0 027","","","","","","","","","","","","","","","","","","","","","","",""
"ELIO","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 012","0 011","0 018","0 017","","","","","","","","","","","","","","","","","","","","","","",""
"ELION","-","-","-","-","-","-","-","-","-","-","0 010","0 012","0 016","-","0 016","0 025","0 016","0 020","0 019","0 023","0 019","0 019","0 019","0 021","0 014","","","","","","","","","","","","","","","","","","","","","","",""
"ELIOT","-","-","-","-","-","-","-","-","-","-","0 016","0 015","0 017","0 016","-","0 018","0 011","0 014","0 017","0 024","0 012","0 015","0 018","0 010","0 010","","","","","","","","","","","","","","","","","","","","","","",""
"ELIS","0 026","0 021","0 031","0 048","0 055","0 061","0 082","0 111","0 149","0 156","0 159","0 157","0 175","0 172","0 192","0 178","0 196","0 197","0 186","0 184","0 178","0 194","0 180","0 212","0 164","","","","","","","","","","","","","","","","","","","","","","",""
"ELLION","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 013","-","0 011","0 022","0 018","-","0 017","0 018","0 018","","","","","","","","","","","","","","","","","","","","","","",""
"ELLIOT","0 058","0 097","0 155","0 195","0 232","0 262","0 280","0 405","0 441","0 427","0 386","0 400","0 426","0 411","0 402","0 407","0 476","0 450","0 429","0 441","0 400","0 422","0 410","0 375","0 352","","","","","","","","","","","","","","","","","","","","","","",""
"ELLIOTH","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","0 011","-","-","-","-","-","-","-","-","0 010","-","","","","","","","","","","","","","","","","","","","","","","",""
"ELLIOTT","0 010","0 021","0 026","0 021","0 023","0 036","0 027","0 039","0 036","0 040","0 033","0 050","0 047","0 054","0 053","0 067","0 063","0 055","0 067","0 067","0 043","0 050","0 031","0 053","0 036","","","","","","","","","","","","","","","","","","","","","","",""
"ELLIS","-","-","-","-","-","-","-","-","-","-","-","0 012","-","-","0 021","0 010","0 020","0 028","0 028","0 027","0 024","0 034","0 036","0 028","0 033","","","","","","","","","","","","","","","","","","","","","","",""
"ELMER","-","0 010","-","0 014","0 019","0 016","0 018","0 019","0 035","0 050","0 052","0 064","0 071","0 076","0 088","0 069","0 083","0 087","0 078","0 070","0 068","0 085","0 062","0 110","0 100","","","","","","","","","","","","","","","","","","","","","","",""
"ELMIN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ELOF","-","-","-","-","-","-","0 012","-","-","0 010","-","0 013","0 013","-","0 010","0 012","0 014","0 015","0 012","0 018","-","0 018","-","0 015","-","","","","","","","","","","","","","","","","","","","","","","",""
"ELTON","-","-","-","-","0 014","0 021","0 032","0 037","0 072","0 088","0 111","0 147","0 182","0 182","0 226","0 203","0 229","0 242","0 276","0 262","0 302","0 327","0 373","0 325","0 371","","","","","","","","","","","","","","","","","","","","","","",""
"ELVIN","-","-","-","-","0 018","0 023","0 036","0 041","0 039","0 051","0 056","0 071","0 106","0 129","0 167","0 164","0 161","0 111","0 143","0 159","0 123","0 148","0 135","0 116","0 094","","","","","","","","","","","","","","","","","","","","","","",""
"ELVIS","-","-","-","0 012","0 026","0 017","0 039","0 048","0 039","0 054","0 068","0 063","0 073","0 069","0 048","0 051","0 040","0 035","0 040","0 040","0 031","0 029","0 050","0 029","0 030","","","","","","","","","","","","","","","","","","","","","","",""
"ELWIN","-","-","-","-","-","-","-","-","-","0 014","0 016","0 015","0 025","0 026","0 034","0 036","0 032","0 034","0 037","0 027","0 046","0 037","0 036","0 036","0 043","","","","","","","","","","","","","","","","","","","","","","",""
"ELYAS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 010","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"EMAD","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"EMANUEL","0 063","0 073","0 080","0 087","0 100","0 090","0 070","0 075","0 083","0 080","0 084","0 084","0 080","0 066","0 089","0 085","0 064","0 075","0 091","0 089","0 083","0 061","0 078","0 070","0 059","","","","","","","","","","","","","","","","","","","","","","",""
"EMIL","0 845","0 894","0 906","0 950","1 082","1 106","1 018","0 941","0 899","0 836","0 768","0 701","0 727","0 696","0 633","0 565","0 502","0 450","0 414","0 373","0 297","0 314","0 270","0 231","0 225","","","","","","","","","","","","","","","","","","","","","","",""
"EMILIAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","0 011","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"EMILIO","0 018","0 019","0 021","0 022","0 032","0 026","0 042","0 042","0 068","0 069","0 065","0 077","0 066","0 078","0 098","0 104","0 095","0 071","0 103","0 087","0 077","0 068","0 078","0 071","0 060","","","","","","","","","","","","","","","","","","","","","","",""
"EMIN","-","-","-","-","0 010","-","0 017","0 016","0 028","0 019","0 013","0 027","0 023","0 025","0 025","0 021","0 034","0 019","0 026","0 023","0 022","0 022","0 025","0 018","0 018","","","","","","","","","","","","","","","","","","","","","","",""
"EMIR","-","-","0 016","0 012","0 021","0 014","0 012","0 018","0 020","0 013","0 020","0 030","0 033","0 043","0 047","0 051","0 056","0 047","0 038","0 049","0 048","0 030","0 048","0 038","0 031","","","","","","","","","","","","","","","","","","","","","","",""
"EMMANUEL","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 012","0 012","-","0 019","0 012","0 017","0 015","0 015","0 014","0 011","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"EMMET","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 019","-","-","-","0 014","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"EMMETT","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 010","0 010","0 011","0 018","0 015","0 017","0 011","-","0 011","0 013","0 013","","","","","","","","","","","","","","","","","","","","","","",""
"EMRE","0 011","-","0 013","0 011","0 014","0 023","0 023","-","0 013","0 011","-","0 015","0 023","0 011","0 010","0 015","-","0 012","0 012","0 014","0 013","-","0 012","-","0 015","","","","","","","","","","","","","","","","","","","","","","",""
"EMRIK","-","0 013","0 019","0 016","0 021","0 026","0 024","0 026","0 031","0 020","0 026","0 021","0 024","0 020","0 022","0 015","0 015","0 010","0 013","0 010","-","-","-","0 010","-","","","","","","","","","","","","","","","","","","","","","","",""
"ENAR","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","0 010","-","-","0 010","-","0 011","0 010","0 011","0 025","-","","","","","","","","","","","","","","","","","","","","","","",""
"ENES","-","-","-","-","-","0 010","0 012","0 011","0 017","0 013","0 016","0 013","0 020","0 018","0 021","0 024","0 026","0 018","0 014","0 010","-","0 014","0 011","0 010","-","","","","","","","","","","","","","","","","","","","","","","",""
"ENOK","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 015","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ENSAR","-","-","-","-","-","-","-","-","0 010","-","-","-","-","0 011","0 014","0 010","0 011","-","-","0 010","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ENZO","-","-","-","-","-","-","-","0 012","0 019","0 028","0 025","0 024","0 034","0 037","0 029","0 033","0 035","0 048","0 043","0 048","0 046","0 047","0 062","0 050","0 062","","","","","","","","","","","","","","","","","","","","","","",""
"ERAY","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"EREN","-","-","-","-","-","-","-","-","0 010","-","0 012","-","0 013","-","-","0 010","0 013","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ERIC","0 258","0 198","0 215","0 236","0 221","0 211","0 192","0 193","0 155","0 172","0 159","0 155","0 124","0 134","0 145","0 102","0 066","0 060","0 067","0 047","0 053","0 051","0 035","0 034","0 017","","","","","","","","","","","","","","","","","","","","","","",""
"ERIK","0 947","0 921","0 851","0 820","0 899","0 830","0 836","0 707","0 717","0 684","0 628","0 570","0 613","0 508","0 463","0 408","0 382","0 352","0 311","0 271","0 253","0 207","0 192","0 169","0 159","","","","","","","","","","","","","","","","","","","","","","",""
"ERION","-","-","-","-","-","-","-","-","-","-","-","0 010","0 017","0 014","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ERJON","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ERLAND","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","0 012","-","0 012","0 017","0 011","","","","","","","","","","","","","","","","","","","","","","",""
"ERLING","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 018","0 013","0 010","-","","","","","","","","","","","","","","","","","","","","","","",""
"ERNST","-","-","-","-","-","-","-","-","-","-","-","-","0 012","-","-","-","-","-","-","-","0 015","0 011","0 010","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ESEY","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ESKIL","-","0 014","0 016","0 031","0 033","0 032","0 044","0 047","0 037","0 052","0 077","0 061","0 088","0 076","0 066","0 074","0 065","0 065","0 056","0 075","0 079","0 050","0 046","0 053","0 052","","","","","","","","","","","","","","","","","","","","","","",""
"ESROM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"ETHAN","-","-","-","-","-","-","-","-","-","-","-","0 015","0 011","0 015","-","0 012","0 013","-","0 016","0 017","0 015","0 020","0 012","0 014","0 015","","","","","","","","","","","","","","","","","","","","","","",""
"EVALD","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"EVAN","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 013","-","-","0 011","0 014","-","0 010","0 011","0 012","0 014","0 015","0 011","","","","","","","","","","","","","","","","","","","","","","",""
"EVEN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 019","0 013","0 014","-","0 013","","","","","","","","","","","","","","","","","","","","","","",""
"EVERT","-","-","-","-","-","-","-","-","-","-","0 012","-","-","-","-","-","-","-","-","0 015","-","-","0 012","0 010","0 013","","","","","","","","","","","","","","","","","","","","","","",""
"EYAD","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 013","","","","","","","","","","","","","","","","","","","","","","",""
"EYMEN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 014","0 014","-","-","-","0 010","0 010","","","","","","","","","","","","","","","","","","","","","","",""
"EYVIND","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","0 013","-","-","-","-","-","-","0 015","0 016","-","","","","","","","","","","","","","","","","","","","","","","",""
"EZRA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 014","0 011","0 012","","","","","","","","","","","","","","","","","","","","","","",""
"FABIAN","0 142","0 176","0 189","0 186","0 227","0 188","0 206","0 198","0 169","0 165","0 189","0 142","0 136","0 159","0 101","0 098","0 074","0 072","0 062","0 068","0 063","0 066","0 049","0 051","0 052","","","","","","","","","","","","","","","","","","","","","","",""
"FALKE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 016","0 018","0 022","0 033","0 020","","","","","","","","","","","","","","","","","","","","","","",""
"FARES","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 014","0 011","0 011","0 010","0 012","0 011","","","","","","","","","","","","","","","","","","","","","","",""
"FARIS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","","","","","","","","","","","","","","","","","","","","","","",""
"FELIPE","-","-","-","-","-","-","-","-","0 012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"FELIX","0 483","0 492","0 466","0 433","0 405","0 460","0 491","0 488","0 505","0 464","0 423","0 390","0 366","0 315","0 347","0 297","0 288","0 233","0 255","0 204","0 222","0 178","0 154","0 159","0 149","","","","","","","","","","","","","","","","","","","","","","",""
"FILIP","0 830","0 780","0 736","0 731","0 757","0 784","0 809","0 744","0 704","0 627","0 549","0 497","0 472","0 423","0 444","0 423","0 367","0 312","0 352","0 285","0 284","0 261","0 233","0 216","0 185","","","","","","","","","","","","","","","","","","","","","","",""
"FILIPH","0 011","0 015","0 012","0 010","-","0 012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"FINN","-","-","-","-","-","-","0 011","-","-","-","0 014","-","0 012","0 014","0 023","0 021","0 024","0 029","0 041","0 035","0 039","0 043","0 042","0 054","0 044","","","","","","","","","","","","","","","","","","","","","","",""
"FLORIAN","-","-","-","-","-","-","-","-","-","0 010","0 010","-","0 011","-","0 015","0 010","0 018","0 017","0 012","0 021","0 019","0 010","0 026","0 025","0 031","","","","","","","","","","","","","","","","","","","","","","",""
"FOLKE","-","-","0 011","-","0 017","0 010","0 014","0 018","0 042","0 034","0 057","0 071","0 063","0 081","0 097","0 103","0 121","0 145","0 151","0 158","0 153","0 146","0 172","0 146","0 153","","","","","","","","","","","","","","","","","","","","","","",""
"FRANCIS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 022","0 019","0 014","0 021","0 023","0 026","0 033","0 051","","","","","","","","","","","","","","","","","","","","","","",""
"FRANK","0 011","-","-","0 011","0 015","0 016","0 021","0 030","0 043","0 050","0 073","0 096","0 154","0 182","0 177","0 214","0 232","0 269","0 310","0 316","0 322","0 304","0 313","0 276","0 234","","","","","","","","","","","","","","","","","","","","","","",""
"FRANKE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","0 013","-","","","","","","","","","","","","","","","","","","","","","","",""
"FRANKLIN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","-","-","-","-","0 013","-","","","","","","","","","","","","","","","","","","","","","","",""
"FRANS","0 022","0 019","0 011","0 017","0 022","0 039","0 030","0 033","0 070","0 074","0 056","0 068","0 075","0 083","0 088","0 129","0 121","0 125","0 210","0 205","0 298","0 436","0 441","0 561","0 415","","","","","","","","","","","","","","","","","","","","","","",""
"FRANZ","-","-","-","-","-","-","-","-","-","-","0 015","0 010","-","0 010","-","-","-","0 015","0 011","0 014","0 017","0 012","0 016","0 019","0 012","","","","","","","","","","","","","","","","","","","","","","",""
"FRED","0 013","0 016","0 013","0 011","0 016","0 015","0 015","0 030","0 034","0 036","0 030","0 046","0 056","0 050","0 080","0 070","0 088","0 091","0 090","0 091","0 078","0 081","0 076","0 082","0 071","","","","","","","","","","","","","","","","","","","","","","",""
"FREDDIE","0 012","-","-","-","-","0 011","-","0 013","0 010","-","0 017","-","-","-","-","0 012","-","-","0 010","0 012","0 011","-","0 012","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"FREDDY","-","-","-","-","-","-","-","0 010","-","-","-","-","0 011","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"FREDRIC","0 012","0 017","0 015","0 013","0 010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"FREDRIK","0 426","0 374","0 330","0 232","0 201","0 149","0 130","0 107","0 103","0 063","0 054","0 038","0 042","0 037","0 033","0 028","0 020","0 031","0 016","0 012","0 019","0 015","0 022","0 010","-","","","","","","","","","","","","","","","","","","","","","","",""
"FREJ","-","-","-","-","-","0 011","-","0 012","0 012","0 013","0 016","0 013","0 015","0 021","0 027","0 030","0 039","0 040","0 055","0 053","0 063","0 068","0 069","0 063","0 069","","","","","","","","","","","","","","","","","","","","","","",""
"FRODE","-","-","-","-","-","-","0 010","-","-","0 012","-","0 014","0 021","0 010","-","-","0 013","-","0 010","0 013","-","0 015","0 012","0 011","0 011","","","","","","","","","","","","","","","","","","","","","","",""
"GABRIEL","0 268","0 326","0 331","0 344","0 389","0 386","0 384","0 375","0 353","0 317","0 391","0 399","0 375","0 341","0 322","0 347","0 359","0 349","0 337","0 352","0 482","0 421","0 379","0 365","0 346","","","","","","","","","","","","","","","","","","","","","","",""
"GEORG","-","0 015","-","-","0 011","-","0 012","-","-","0 013","0 010","-","0 013","0 012","0 019","0 011","-","0 011","0 013","0 013","0 015","0 015","0 010","0 017","0 018","","","","","","","","","","","","","","","","","","","","","","",""
"GEORGE","0 019","0 030","0 021","0 019","0 025","0 020","0 021","0 016","0 017","0 013","0 017","0 011","0 015","-","0 021","0 022","0 017","0 017","0 017","0 023","0 024","0 033","0 023","0 011","0 025","","","","","","","","","","","","","","","","","","","","","","",""
"GEORGIOS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 013","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"GIDEON","-","-","-","-","-","-","-","-","-","-","0 013","0 010","0 010","0 010","0 011","-","-","0 013","0 017","-","-","0 015","0 013","-","0 013","","","","","","","","","","","","","","","","","","","","","","",""
"GILBERT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"GILLIS","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","0 016","-","0 016","0 017","0 023","0 046","0 046","0 028","0 019","0 029","0 028","","","","","","","","","","","","","","","","","","","","","","",""
"GORDON","-","-","-","0 011","-","-","0 012","-","-","-","0 010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"GOTTFRID","-","-","-","-","-","-","-","0 015","-","-","-","-","0 010","0 013","0 015","0 012","0 015","0 014","-","0 018","0 022","0 024","0 021","0 023","0 016","","","","","","","","","","","","","","","","","","","","","","",""
"GRIM","-","-","-","-","-","-","-","-","-","0 012","-","-","0 014","0 012","0 013","0 020","0 012","0 013","0 014","0 020","0 012","0 017","-","0 012","0 010","","","","","","","","","","","","","","","","","","","","","","",""
"GUNNAR","-","-","0 019","0 015","-","0 014","0 012","0 014","0 021","0 021","0 027","0 032","0 033","0 030","0 023","0 055","0 070","0 058","0 061","0 058","0 068","0 049","0 069","0 067","0 070","","","","","","","","","","","","","","","","","","","","","","",""
"GUSTAF","0 155","0 145","0 139","0 133","0 155","0 143","0 158","0 118","0 090","0 110","0 094","0 067","0 084","0 075","0 073","0 057","0 063","0 055","0 060","0 049","0 043","0 054","0 044","0 031","0 027","","","","","","","","","","","","","","","","","","","","","","",""
"GUSTAV","0 547","0 561","0 587","0 599","0 664","0 704","0 676","0 614","0 579","0 631","0 579","0 527","0 532","0 449","0 462","0 455","0 417","0 353","0 359","0 320","0 305","0 253","0 192","0 187","0 190","","","","","","","","","","","","","","","","","","","","","","",""
"GUSTEN","-","-","-","-","-","-","-","-","-","-","0 013","0 010","0 018","0 019","0 021","0 020","0 013","0 021","0 024","0 024","0 025","0 036","0 035","0 044","0 038","","","","","","","","","","","","","","","","","","","","","","",""
"GÖSTA","-","-","-","-","-","-","-","-","-","-","0 017","0 017","0 028","0 014","0 025","0 016","0 022","0 026","0 021","0 032","0 027","0 030","0 040","0 033","0 033","","","","","","","","","","","","","","","","","","","","","","",""
"GÖTE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 016","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"HADI","-","-","-","0 014","-","0 010","-","0 019","0 019","0 018","0 020","0 023","0 011","0 019","0 012","0 014","-","0 013","-","-","0 012","0 015","0 017","0 025","0 015","","","","","","","","","","","","","","","","","","","","","","",""
"HAIDAR","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","0 010","0 010","0 013","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"HAMILTON","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","","","","","","","","","","","","","","","","","","","","","","",""
"HAMPUS","0 444","0 447","0 560","0 576","0 612","0 553","0 484","0 411","0 426","0 337","0 315","0 288","0 245","0 209","0 208","0 154","0 141","0 137","0 109","0 128","0 092","0 069","0 069","0 065","0 042","","","","","","","","","","","","","","","","","","","","","","",""
"HAMZA","0 013","0 012","0 016","0 017","0 016","0 012","0 022","0 019","0 040","0 033","0 034","0 052","0 052","0 050","0 046","0 044","0 064","0 070","0 075","0 089","0 076","0 074","0 077","0 076","0 063","","","","","","","","","","","","","","","","","","","","","","",""
"HANAD","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","-","-","-","0 011","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"HANNES","0 143","0 171","0 191","0 217","0 196","0 199","0 222","0 228","0 248","0 233","0 172","0 165","0 162","0 157","0 139","0 112","0 129","0 102","0 069","0 085","0 069","0 129","0 101","0 078","0 059","","","","","","","","","","","","","","","","","","","","","","",""
"HANS","0 015","-","0 014","0 011","-","0 011","-","-","-","-","-","-","-","-","0 010","-","-","0 011","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"HARALD","0 020","0 038","0 025","0 037","0 027","0 034","0 037","0 035","0 031","0 044","0 039","0 032","0 051","0 030","0 034","0 041","0 037","0 057","0 053","0 058","0 045","0 059","0 054","0 049","0 059","","","","","","","","","","","","","","","","","","","","","","",""
"HARIS","0 021","0 021","-","-","0 014","0 013","0 010","0 013","0 014","0 012","0 010","-","0 011","-","0 012","-","0 012","-","0 013","-","0 010","0 012","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"HARLEY","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 013","0 012","0 019","0 014","0 014","0 015","0 013","-","0 012","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"HARON","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 010","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"HARRY","-","0 010","0 016","0 023","0 023","0 027","0 042","0 048","0 064","0 092","0 125","0 156","0 209","0 246","0 274","0 272","0 379","0 444","0 476","0 448","0 454","0 447","0 520","0 503","0 435","","","","","","","","","","","","","","","","","","","","","","",""
"HARUN","-","-","-","-","-","-","-","0 012","-","-","-","0 011","-","0 011","-","0 013","0 011","0 019","0 016","0 016","0 010","0 018","0 012","0 014","0 018","","","","","","","","","","","","","","","","","","","","","","",""
"HASAN","0 014","-","-","-","0 011","0 010","-","-","-","0 012","0 010","0 010","-","-","0 012","0 011","0 011","0 015","0 014","0 024","0 015","0 022","0 013","0 024","0 017","","","","","","","","","","","","","","","","","","","","","","",""
"HASSAN","0 025","0 023","0 027","0 031","0 021","0 032","0 030","0 024","0 038","0 035","0 027","0 046","0 034","0 044","0 040","0 036","0 046","0 048","0 056","0 051","0 037","0 036","0 032","0 044","0 017","","","","","","","","","","","","","","","","","","","","","","",""
"HECTOR","-","-","-","-","-","-","0 010","0 019","0 013","0 017","0 023","0 024","0 023","0 020","0 031","0 022","0 034","0 020","0 032","0 021","0 031","0 028","0 031","0 031","0 021","","","","","","","","","","","","","","","","","","","","","","",""
"HEKTOR","-","-","-","-","-","-","-","0 012","0 012","0 010","0 011","-","0 010","0 015","0 014","0 010","0 017","-","0 013","0 015","0 011","0 012","0 013","0 015","-","","","","","","","","","","","","","","","","","","","","","","",""
"HELGE","-","-","-","-","-","-","-","-","-","-","-","-","0 010","0 029","0 021","0 014","0 024","0 019","0 017","0 025","0 018","0 014","0 019","0 027","0 028","","","","","","","","","","","","","","","","","","","","","","",""
"HELMER","-","-","-","-","-","0 016","0 018","0 024","0 011","0 032","0 024","0 032","0 032","0 041","0 048","0 047","0 043","0 061","0 059","0 043","0 055","0 065","0 057","0 046","0 054","","","","","","","","","","","","","","","","","","","","","","",""
"HENNING","0 018","0 010","0 015","-","0 021","0 015","0 016","0 023","0 026","0 020","0 032","0 035","0 042","0 046","0 042","0 041","0 059","0 068","0 067","0 070","0 067","0 077","0 071","0 080","0 074","","","","","","","","","","","","","","","","","","","","","","",""
"HENRI","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 010","-","0 010","0 018","0 020","0 014","0 015","0 012","0 016","0 025","0 015","","","","","","","","","","","","","","","","","","","","","","",""
"HENRIC","0 019","0 014","0 012","0 017","0 017","0 010","0 012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"HENRIK","0 235","0 203","0 172","0 156","0 145","0 135","0 101","0 092","0 086","0 072","0 047","0 036","0 040","0 028","0 040","0 026","0 029","0 019","0 029","0 022","0 017","0 016","0 023","0 024","0 021","","","","","","","","","","","","","","","","","","","","","","",""
"HENRY","0 026","0 011","0 017","0 019","0 025","0 018","0 029","0 039","0 044","0 063","0 074","0 078","0 110","0 107","0 164","0 169","0 213","0 294","0 294","0 306","0 314","0 340","0 349","0 343","0 325","","","","","","","","","","","","","","","","","","","","","","",""
"HERBERT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0 011","-","-","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","","","",""
"HERMAN","0 054","0 069","0 080","0 090","0 094","0 097","0 092","0 103","0 093","0 109","0 102","0 104","0 095","0 080","0 114","0 059","0 081","0 084","0 086","0 081","0 080","0 065","0 067","0 072","0 059","","","","","","","","","","","","","","","","","","","","","","",""
"HILDING","-","-","-","-","-","-","0 011","0 013","0 011","0 018","0 022","0 019","0 033","0 027","0 031","0 037","0 029","0 031","0 047","0 048","0 044","0 037","0 048","0 037","0 043","","","","","","","","","","","","","","","","","","","","","","",""
"HILMER","-","-","-","-","-","-","-","-","-","-","0 012","0 010","0 012","0 014","0 015","0 015","0 017","0 023","0 025","0 022","0 021","0 019","0 025","0 016","0 015","","","","","","","","","","","","","","","","","","","","","","",""
"HJALMAR","0 036","0 026","0 057","0 038","0 069","0 057","0 090","0 085","0 089","0 093","0 125","0 148","0 182","0 159","0 143","0 173","0 164","0 183","0 229","0 197","0 176","0 171","0 167","0 174","0 168","","","","","","","","","","","","","","","","","","","","","","",""
"HOLGER","-","0 011","0 011","-","0 013","0 012","0 024","0 019","0 028","0 033","0 026","0 034","0 040","0 067","0 054","0 071","0 066","0 066","0 057","0 062","0 062","0 065","0 069","0 060","0 052","","","","","","","","","","","","","","","","","","","","","","",""
